user_id,device_type,age,time
5487733810,desktop,31.0,
8613107810,desktop,28.0,2062.0
4439236028,desktop,30.0,2091.0
5462411152,desktop,36.0,2131.0
7103928190,desktop,,
1494378439,desktop,,2066.0
2531112508,desktop,30.0,2089.0
1571241836,desktop,35.0,2139.0
7967863604,desktop,27.0,2117.0
3894677927,desktop,29.0,2066.0
9459244037,desktop,36.0,63.0
3933941803,desktop,37.0,63.0
3482966268,desktop,30.0,2104.0
5747009336,desktop,33.0,2147.0
1956017628,mobile,30.0,
2994434597,desktop,37.0,
8924899510,desktop,37.0,2102.0
4167460537,desktop,29.0,2127.0
6413004479,desktop,27.0,2122.0
7626103786,desktop,,2145.0
3473694013,desktop,31.0,2129.0
6761796417,mobile,34.0,
2914143952,desktop,35.0,2143.0
345140626,mobile,32.0,40.0
6984622235,mobile,30.0,45.0
2153158849,desktop,30.0,2101.0
1933788049,desktop,39.0,2051.0
7486163547,desktop,34.0,2110.0
531576867,desktop,25.0,2114.0
3330078945,desktop,40.0,61.0
8119257464,desktop,35.0,2113.0
5916164112,mobile,33.0,48.0
9526574189,mobile,28.0,
4833661457,desktop,27.0,1999.0
2115187106,desktop,29.0,2131.0
8913838559,desktop,34.0,68.0
7252901387,desktop,40.0,2124.0
4911422181,mobile,26.0,30.0
5687244831,desktop,32.0,
1507350455,mobile,25.0,31.0
231195265,desktop,38.0,61.0
5560385804,desktop,32.0,2150.0
6666848987,desktop,33.0,2110.0
2921913018,desktop,38.0,57.0
3721211289,desktop,30.0,2112.0
3954327701,desktop,33.0,
6421104801,desktop,26.0,2122.0
8639446142,mobile,28.0,
1293960774,desktop,,57.0
7586539360,desktop,,2148.0
7290084621,desktop,38.0,2112.0
898805554,desktop,29.0,2071.0
1270438636,desktop,39.0,2149.0
1938669901,mobile,,49.0
7447303927,desktop,38.0,2068.0
3567001211,desktop,26.0,2091.0
5682860290,desktop,35.0,2135.0
2876623210,desktop,28.0,2110.0
2789368725,desktop,38.0,2084.0
3130262666,desktop,29.0,2142.0
6270961334,desktop,28.0,
8441550153,desktop,29.0,
1612981139,mobile,32.0,33.0
9775035502,desktop,35.0,2070.0
4899306597,desktop,33.0,56.0
6092949513,desktop,33.0,2080.0
7508893512,desktop,39.0,2132.0
6630757185,desktop,34.0,2064.0
7578186763,desktop,34.0,2106.0
6220598775,desktop,39.0,2111.0
7822797640,desktop,31.0,68.0
6934345053,desktop,33.0,
7645010881,desktop,,2201.0
3185374540,mobile,26.0,44.0
7542835080,desktop,30.0,51.0
5314423714,desktop,38.0,2116.0
1399955632,desktop,25.0,2095.0
8382571062,mobile,31.0,
4055465221,mobile,26.0,31.0
1680892461,desktop,,2100.0
7081743168,mobile,34.0,37.0
827202337,mobile,40.0,34.0
2672478439,desktop,36.0,2126.0
6023210420,desktop,30.0,2132.0
4189638050,desktop,40.0,2135.0
8883824538,desktop,33.0,
2323162683,mobile,33.0,
5980462398,desktop,27.0,2127.0
6425035019,desktop,37.0,
7409581794,desktop,36.0,
7515782311,desktop,30.0,58.0
5606207104,mobile,25.0,42.0
1368254291,desktop,28.0,
8170261907,desktop,39.0,
5769552407,desktop,,2111.0
7687865786,mobile,29.0,34.0
8442972303,desktop,25.0,
7742819176,desktop,36.0,
2398358362,desktop,38.0,2074.0
9622657902,desktop,31.0,
1462756001,desktop,33.0,
1410023710,desktop,33.0,2143.0
8553583515,desktop,28.0,2132.0
197805797,desktop,38.0,2077.0
8031769618,mobile,31.0,
2855879614,desktop,,63.0
3568741874,mobile,,
4169590047,desktop,28.0,2074.0
7738059048,desktop,27.0,
1017927663,desktop,39.0,2098.0
9432359780,desktop,,2088.0
3703190962,desktop,35.0,2051.0
3947986134,desktop,28.0,2085.0
4702796130,desktop,31.0,
1422923325,desktop,33.0,2146.0
9039447163,mobile,32.0,
3355835017,mobile,26.0,32.0
9793706258,desktop,33.0,2081.0
1110002834,mobile,,38.0
5169700577,mobile,27.0,
9315036671,mobile,29.0,
7297566466,desktop,39.0,2083.0
5339373528,desktop,,2074.0
3151193608,desktop,34.0,53.0
3736651631,desktop,31.0,2139.0
9783574559,desktop,25.0,
1888764972,mobile,36.0,37.0
7055662846,desktop,39.0,62.0
8508208030,desktop,32.0,60.0
6183315466,desktop,25.0,52.0
9660126248,desktop,34.0,
1817016749,desktop,31.0,2201.0
9777507154,mobile,37.0,36.0
7847630382,desktop,29.0,57.0
4952270098,mobile,38.0,
1311704679,desktop,37.0,2148.0
2174665891,desktop,30.0,70.0
7449769778,desktop,37.0,
4911211278,desktop,40.0,2075.0
2465805892,mobile,39.0,39.0
7157426405,desktop,29.0,2113.0
9945264941,desktop,26.0,2073.0
3712496405,desktop,37.0,2138.0
9025606089,desktop,26.0,2074.0
94488474,desktop,,57.0
151583559,desktop,,2126.0
470632182,desktop,39.0,62.0
1629761052,desktop,39.0,2096.0
1252499840,desktop,39.0,2110.0
6486927229,mobile,27.0,44.0
587057621,desktop,33.0,2126.0
6961824321,mobile,,42.0
229689965,desktop,29.0,2099.0
6770157076,desktop,31.0,2089.0
5205911051,mobile,36.0,
551659380,desktop,,2088.0
7830071098,desktop,35.0,56.0
2704189471,desktop,28.0,57.0
7561850935,desktop,25.0,2096.0
9203682361,mobile,40.0,
5412184209,desktop,32.0,2065.0
7679186893,mobile,27.0,35.0
6985678382,desktop,37.0,
6097366490,desktop,33.0,2119.0
3218434645,desktop,36.0,2061.0
4939399526,desktop,39.0,
8664446919,desktop,31.0,2102.0
8040809689,desktop,31.0,2109.0
5773907462,mobile,34.0,
229057815,desktop,27.0,2105.0
3650232958,desktop,30.0,2072.0
9312454362,mobile,26.0,30.0
5629002702,desktop,33.0,2132.0
6548034788,desktop,29.0,2144.0
7690867092,desktop,27.0,2116.0
5049268156,desktop,32.0,2124.0
165686730,desktop,31.0,2114.0
7648529545,desktop,30.0,62.0
8809287909,desktop,37.0,2094.0
88734841,mobile,26.0,
997482500,desktop,27.0,
1707996385,mobile,34.0,
4907859688,mobile,32.0,
8193384107,mobile,27.0,
2815241347,desktop,40.0,2141.0
6125688763,desktop,30.0,
813045875,desktop,36.0,2096.0
9749259207,desktop,30.0,
6354248632,desktop,30.0,2128.0
2087832567,desktop,26.0,
6351480417,desktop,30.0,2139.0
5528137866,desktop,26.0,2107.0
2138536647,desktop,34.0,2060.0
2511898971,desktop,30.0,2058.0
8724144320,desktop,30.0,2062.0
7834819913,mobile,30.0,37.0
3076735338,desktop,27.0,2138.0
156311644,desktop,36.0,2103.0
3803530648,desktop,,2131.0
3450380445,desktop,39.0,
2645986953,desktop,25.0,2083.0
6742708401,desktop,26.0,2098.0
2948427851,desktop,31.0,57.0
8822693173,desktop,,2114.0
9542402966,desktop,40.0,2057.0
9893017238,mobile,34.0,
4392689024,mobile,32.0,43.0
6159740405,mobile,29.0,
9315571267,desktop,25.0,2068.0
2704227716,desktop,39.0,2076.0
4780894936,desktop,37.0,
9112234425,desktop,26.0,2052.0
2795821178,mobile,40.0,46.0
4838898232,mobile,30.0,45.0
480203161,mobile,34.0,
699348363,desktop,34.0,2124.0
3380482408,desktop,37.0,2112.0
8384356256,desktop,25.0,2093.0
2097990801,mobile,35.0,34.0
5491653176,desktop,25.0,55.0
6061673072,desktop,39.0,2062.0
1142556866,mobile,26.0,47.0
502675434,desktop,31.0,2099.0
1980859500,desktop,27.0,2093.0
8789284329,desktop,,2094.0
2950802860,desktop,34.0,2068.0
6527207179,desktop,37.0,2075.0
4516893956,desktop,30.0,2068.0
7887628682,desktop,38.0,2054.0
9127770910,desktop,28.0,2096.0
8002169781,desktop,29.0,2084.0
7464533815,mobile,38.0,
2258368334,desktop,26.0,61.0
7435214469,desktop,30.0,2056.0
5985287712,desktop,30.0,56.0
4306193071,desktop,37.0,2110.0
5254002978,mobile,36.0,
9473882736,desktop,,2088.0
8363314037,desktop,33.0,2087.0
2114986926,mobile,30.0,46.0
5287600390,mobile,32.0,
1308766825,desktop,36.0,2084.0
3798332887,mobile,38.0,
5354952740,desktop,27.0,2089.0
4442922498,desktop,26.0,2131.0
768135709,desktop,33.0,66.0
8976375477,desktop,38.0,2054.0
7417986630,desktop,38.0,2052.0
3094095502,mobile,39.0,43.0
8442375076,desktop,33.0,2058.0
668552392,desktop,37.0,2056.0
2536060599,mobile,35.0,34.0
1688093677,desktop,38.0,2116.0
8121301922,desktop,35.0,2118.0
7932860744,desktop,28.0,2059.0
4727469997,desktop,40.0,
5421897501,mobile,37.0,
4891591566,mobile,32.0,
4830032435,desktop,34.0,
3598091865,desktop,39.0,2080.0
1611735911,desktop,39.0,2128.0
6080545975,desktop,35.0,2072.0
6136548070,mobile,38.0,
1441969909,desktop,26.0,2070.0
6812417600,desktop,28.0,65.0
2945419005,mobile,35.0,
2847219777,desktop,32.0,2102.0
2001663179,desktop,37.0,2120.0
8503486998,mobile,35.0,46.0
5827427010,desktop,35.0,
1267956418,desktop,37.0,2111.0
6103622924,desktop,29.0,
6151399094,mobile,31.0,
2440434795,desktop,38.0,2063.0
5361109260,desktop,31.0,
559549051,desktop,36.0,2064.0
462366282,mobile,30.0,30.0
6665995492,desktop,25.0,2070.0
5865557524,mobile,26.0,30.0
3739562279,mobile,30.0,47.0
4857980429,desktop,32.0,2052.0
7743078089,desktop,33.0,2074.0
3042242009,desktop,40.0,
8437214548,mobile,33.0,47.0
3379312696,desktop,35.0,
2936944716,desktop,35.0,2111.0
3721300798,desktop,29.0,2053.0
7302965944,desktop,36.0,2132.0
5399256495,desktop,39.0,2122.0
8260858569,desktop,35.0,2129.0
8098799662,desktop,29.0,70.0
1007041619,desktop,38.0,70.0
5666910762,desktop,31.0,2102.0
6591770239,desktop,28.0,70.0
3518143559,desktop,37.0,2114.0
5471432390,desktop,25.0,2068.0
6591461821,desktop,27.0,2065.0
3237078861,desktop,26.0,60.0
6540865188,desktop,34.0,2056.0
8366706440,desktop,29.0,2123.0
5812686492,mobile,31.0,
2076599599,mobile,29.0,
9264113241,desktop,33.0,2065.0
3128911963,desktop,35.0,2070.0
8098193730,mobile,34.0,
420171416,mobile,26.0,
7801709376,desktop,25.0,2109.0
3132316458,desktop,27.0,2125.0
7416174615,mobile,25.0,31.0
7854712413,desktop,32.0,2060.0
7991977836,desktop,,51.0
5408155276,desktop,,2050.0
5607275970,mobile,26.0,
7533456019,desktop,33.0,2101.0
1150431238,mobile,37.0,45.0
2906989794,desktop,28.0,2128.0
6072974295,mobile,36.0,50.0
7389856925,desktop,27.0,2119.0
5195344682,desktop,,2144.0
7598841990,desktop,30.0,
8213079316,desktop,37.0,1999.0
3993087072,mobile,34.0,35.0
7828164915,desktop,36.0,2117.0
1072378114,desktop,26.0,2107.0
461388839,desktop,31.0,
4985578232,desktop,33.0,2090.0
5896860796,mobile,34.0,
1991533724,desktop,32.0,2077.0
1619321759,desktop,28.0,2055.0
291348024,desktop,34.0,2124.0
2519029230,desktop,38.0,2104.0
7812465732,mobile,,
4404605142,desktop,37.0,
4830251070,desktop,37.0,2137.0
2546940967,desktop,26.0,2201.0
705416016,desktop,39.0,
7244775501,desktop,26.0,2134.0
703388636,mobile,34.0,47.0
6581400312,mobile,37.0,
432618283,desktop,27.0,2091.0
4746009087,desktop,27.0,2092.0
7033478368,desktop,32.0,63.0
6523768226,desktop,29.0,2138.0
9383491608,desktop,29.0,2103.0
728482561,desktop,40.0,1999.0
319909190,mobile,26.0,31.0
816834136,desktop,30.0,2122.0
7865673331,desktop,34.0,2053.0
7220737457,desktop,34.0,2073.0
8894386948,desktop,28.0,2150.0
2790636740,mobile,40.0,
3420133950,desktop,35.0,2079.0
6195119205,desktop,30.0,2064.0
752253145,desktop,38.0,2114.0
3644517649,mobile,25.0,
2907181875,desktop,36.0,2137.0
4332200910,mobile,26.0,
1683208545,desktop,25.0,2132.0
7817034618,mobile,40.0,43.0
8615590630,desktop,27.0,2058.0
337163613,desktop,30.0,2148.0
2209350059,mobile,28.0,
7313010392,desktop,39.0,2061.0
439919669,desktop,25.0,66.0
7530239897,desktop,25.0,2069.0
8189863428,mobile,27.0,
6096754074,desktop,25.0,
6288147010,mobile,38.0,
6176695085,mobile,26.0,
9793706258,mobile,37.0,
8821489037,desktop,39.0,61.0
7047089988,mobile,34.0,
5519875007,mobile,31.0,
1053575847,desktop,35.0,52.0
8681197517,desktop,29.0,2122.0
4648036309,desktop,36.0,2072.0
5197651982,mobile,39.0,42.0
9151482998,desktop,,2139.0
3492372815,desktop,25.0,
2084732550,desktop,39.0,2113.0
210856343,desktop,32.0,2130.0
851350513,desktop,30.0,2110.0
2897698297,mobile,,53.0
6143826708,desktop,,65.0
2674678417,desktop,32.0,
8709329925,desktop,35.0,2068.0
2279540912,mobile,26.0,43.0
8129630377,desktop,,2096.0
3242528951,desktop,28.0,2142.0
3657626094,desktop,35.0,2114.0
7246015086,mobile,32.0,
1733694494,mobile,31.0,42.0
8720996111,desktop,31.0,2079.0
6256415413,desktop,,2060.0
8129610145,desktop,39.0,
8981494110,desktop,29.0,64.0
6751240928,desktop,27.0,2050.0
6747823035,desktop,26.0,1999.0
424499112,mobile,39.0,
2358700393,mobile,28.0,
5470539085,desktop,35.0,2094.0
9401379155,desktop,40.0,2114.0
1317119103,desktop,39.0,2093.0
7667067076,desktop,37.0,2090.0
2190911007,desktop,29.0,2063.0
7578835592,desktop,25.0,2143.0
8924324193,desktop,39.0,
7559149776,desktop,39.0,2074.0
5590889309,mobile,30.0,
1455859312,mobile,33.0,33.0
3372981704,desktop,40.0,2132.0
7449501340,desktop,39.0,2102.0
8840639191,desktop,36.0,
3659212740,desktop,37.0,
5651792754,desktop,40.0,
8271548367,desktop,29.0,2064.0
1671918704,desktop,29.0,
3439508964,desktop,26.0,2063.0
6930689074,desktop,38.0,2140.0
1966281612,desktop,37.0,2057.0
310313123,desktop,28.0,2090.0
6159343980,desktop,29.0,
3601487250,desktop,26.0,55.0
3073920237,mobile,31.0,
5725513111,mobile,28.0,37.0
9759708311,desktop,27.0,2110.0
4697660393,desktop,35.0,2129.0
4108798955,desktop,29.0,2146.0
3477937830,desktop,32.0,2050.0
771502920,mobile,30.0,45.0
101004540,desktop,39.0,70.0
4265825362,desktop,29.0,64.0
8884560256,desktop,36.0,2103.0
9424115994,mobile,29.0,
7708323266,desktop,38.0,2126.0
322168013,desktop,40.0,2093.0
2102533938,mobile,26.0,
3872084752,desktop,28.0,2093.0
7879742468,desktop,29.0,2072.0
633919876,mobile,38.0,42.0
8025443151,mobile,33.0,50.0
7692663576,desktop,37.0,2114.0
4343216137,desktop,36.0,2078.0
9476691813,desktop,39.0,
9403924802,desktop,34.0,2059.0
9625622877,mobile,37.0,32.0
3485117516,desktop,27.0,2123.0
7564402164,desktop,37.0,
2567546283,desktop,25.0,
6801889443,desktop,28.0,
4602568818,desktop,27.0,
2847216085,mobile,33.0,39.0
1608643010,desktop,34.0,
615042120,desktop,40.0,2089.0
8191960398,desktop,38.0,2125.0
5545891369,desktop,38.0,2101.0
3371889733,desktop,26.0,2116.0
5697798650,desktop,30.0,
5645626784,desktop,35.0,2055.0
4503972529,desktop,33.0,2131.0
9172852187,mobile,29.0,
3986906763,desktop,39.0,
1193289451,desktop,25.0,68.0
8548385607,desktop,26.0,2052.0
6763486542,desktop,31.0,2097.0
3503725514,desktop,28.0,
3347487514,desktop,34.0,2149.0
7983683444,desktop,34.0,
7705539874,desktop,,2124.0
7421033613,desktop,25.0,2128.0
4079055880,desktop,38.0,
1254080365,desktop,26.0,2053.0
933210635,desktop,39.0,58.0
8274162350,desktop,35.0,1999.0
3178884081,desktop,27.0,2070.0
8714438941,mobile,33.0,35.0
4418154263,desktop,35.0,2075.0
6899912913,desktop,37.0,2101.0
1300529604,desktop,37.0,2064.0
990894331,desktop,31.0,2122.0
494973257,mobile,33.0,39.0
2924837462,desktop,36.0,2088.0
3394039485,desktop,35.0,2123.0
5392723753,desktop,28.0,
9600083099,desktop,35.0,2130.0
3813874362,desktop,31.0,70.0
4161847233,desktop,31.0,2144.0
9649228956,desktop,35.0,2054.0
7824210635,desktop,40.0,64.0
4697591656,desktop,40.0,2114.0
4051786596,desktop,35.0,2095.0
2706264143,desktop,26.0,
5227751061,mobile,32.0,53.0
4035598168,desktop,31.0,2084.0
6767930298,desktop,34.0,1999.0
1784169878,desktop,37.0,2074.0
4576368035,mobile,28.0,
8948799507,desktop,37.0,69.0
3674785700,desktop,26.0,2121.0
3955141815,desktop,25.0,2087.0
6677375912,mobile,36.0,
3659849779,mobile,30.0,
2089144568,desktop,39.0,64.0
7892957789,desktop,27.0,2121.0
8947993663,desktop,36.0,2078.0
4948987607,desktop,30.0,2145.0
907543160,desktop,27.0,
6900691878,desktop,,70.0
3607004482,desktop,31.0,2059.0
1904979561,mobile,26.0,
2828253509,mobile,36.0,
868428749,desktop,28.0,
4150747433,desktop,25.0,2121.0
1066806831,mobile,35.0,40.0
1156294307,desktop,26.0,2077.0
4478912250,mobile,33.0,46.0
6256129156,mobile,32.0,
8922338609,desktop,40.0,62.0
9170112371,desktop,27.0,
5786153864,desktop,37.0,2132.0
8652015079,mobile,27.0,
508422767,desktop,31.0,2125.0
6307711071,desktop,39.0,2107.0
5440784233,desktop,33.0,59.0
3595926878,mobile,37.0,52.0
3083498952,desktop,40.0,70.0
672335967,desktop,39.0,2126.0
7122079191,mobile,39.0,31.0
6928189081,desktop,37.0,57.0
7687729419,desktop,28.0,56.0
9794152347,desktop,39.0,2134.0
2911572479,desktop,,1999.0
1602927798,desktop,25.0,2096.0
8970622141,desktop,34.0,2119.0
562368160,desktop,32.0,2051.0
6487071129,desktop,30.0,2111.0
9312448903,desktop,37.0,
424499112,desktop,27.0,2139.0
7933021152,mobile,38.0,
3390812802,mobile,28.0,46.0
8627486933,desktop,27.0,2131.0
4309117983,desktop,28.0,70.0
2413621260,desktop,,2065.0
6867927060,desktop,34.0,
9955908635,mobile,40.0,44.0
4437183420,desktop,39.0,2080.0
7717836731,desktop,25.0,
4966995478,desktop,40.0,65.0
7809977042,desktop,29.0,2134.0
2050297312,mobile,40.0,
4915465879,mobile,36.0,30.0
9810304190,desktop,36.0,2147.0
2486239459,desktop,27.0,2143.0
3866256453,mobile,31.0,
6627811996,desktop,37.0,2080.0
7435399357,mobile,36.0,
7378591906,desktop,33.0,2133.0
